transaction_id,user_id,product_id,merchant_id,amount,timestamp,location,payment_method,category
TX0000030,U02518,P04037,M00022,11.62,20250706223146,Lyon,CASH,Books
TX0000031,U06310,P00392,M00353,143.01,20250624204506,Nantes,PAYPAL,Toys
TX0000032,U00623,P04230,M00484,1415.03,20250203122903,Grenoble,CARD,Home & Garden
TX0000033,U11615,P00381,M00197,1139.85,20240201171743,Paris,PAYPAL,Electronics
TX0000034,U09869,P05382,M00577,45.54,20240411042404,Reims,CARD,Books
TX0000035,U07565,P05411,M00138,23.77,20241215112028,Marseille,BANK_TRANSFER,Toys
TX0000036,U06829,P03388,M00480,111.82,20240720165637,Strasbourg,PAYPAL,Clothing
TX0000037,U00623,P03292,M00423,35.82,20250210065226,Grenoble,CARD,Home & Garden
TX0000038,U11136,P01841,M00022,55.26,20240417092649,Dijon,BANK_TRANSFER,Books
TX0000039,U11820,P00929,M00112,2332.27,20250222174232,Toulon,BANK_TRANSFER,Electronics
TX0000040,U04347,P05678,M00560,23.33,20251004133705,Villeurbanne,BANK_TRANSFER,Health
TX0000041,U11574,P00772,M00075,212.58,20250227164226,Strasbourg,PAYPAL,Health
TX0000042,U09205,P01474,M00105,67.55,20250920163710,Grenoble,CRYPTO,Food
TX0000043,U00074,P04480,M00341,0.0,20240901194049,Paris,BANK_TRANSFER,Beauty
TX0000044,U02844,P01914,M00192,3910.19,20240907032847,Lyon,CRYPTO,Clothing
TX0000045,U03284,P02140,M00120,56.87,20250218183431,Nîmes,PAYPAL,Food
TX0000046,U11790,P05511,M00226,8.12,20240530080344,Toulouse,BANK_TRANSFER,Books
TX0000047,U00722,P04544,M00134,151.26,20241003142545,Rennes,BANK_TRANSFER,Books
TX0000048,U05984,P00974,M00366,129.86,20251103170812,Lyon,PAYPAL,Beauty
TX0000049,U05084,P03227,M00563,17.31,20241212090425,Paris,CASH,Toys
TX0000050,U06315,P01551,M00037,114.67,20240712193515,Toulon,CARD,Books
TX0000051,U08753,P01987,M00160,3015.92,20241029154912,Montpellier,CARD,Automotive
TX0000052,U03259,P04164,M00600,62.82,20240618101826,Toulon,BANK_TRANSFER,Beauty
TX0000053,U03085,P03068,M00247,1317.21,20241215172120,Nantes,CARD,Electronics
TX0000054,U00234,P03627,M00371,67.63,20250630084235,Lille,PAYPAL,Health
TX0000055,U07221,P01009,M00041,739.99,20251116071223,Reims,CARD,Automotive
TX0000056,U09434,P01859,M00189,58.67,20250519141447,Marseille,CASH,Books
TX0000057,U02944,P04681,M00270,469.01,20250713105858,Bordeaux,BANK_TRANSFER,Clothing
TX0000058,U01752,P03281,M00316,57.61,20240214071656,Paris,PAYPAL,Food
TX0000059,U02118,P02097,M00574,90.15,20240913085400,Toulon,PAYPAL,Toys
TX0000060,U00005,P03864,M00128,29.71,20241113153042,Toulouse,CASH,Food
TX0000061,U00423,P04417,M00509,76.51,20250810203446,,CASH,Beauty
TX0000062,U11464,P04476,M00295,530.05,20240516204634,Nantes,CARD,Automotive
TX0000063,U01748,P02579,M00485,46.31,20251020202923,Nantes,CARD,Beauty
TX0000064,U07219,P00295,M00553,39.46,20250309170915,Le Havre,BANK_TRANSFER,Clothing
TX0000065,U09357,P01501,M00181,78.53,20240207185756,Montpellier,CARD,Sports
TX0000066,U07059,P02714,M00388,806.22,20250311172327,Rennes,PAYPAL,Home & Garden
TX0000067,U09177,P05133,M00042,1516.4,20251230105417,Paris,CARD,Automotive
TX0000068,U05191,P00270,M00088,20.29,20240224183859,Strasbourg,CARD,Food
TX0000069,U01557,P01837,M00374,871.64,20250223165117,Rennes,BANK_TRANSFER,Home & Garden
TX0000070,U00172,P01262,M00190,327.14,20240924192239,Nîmes,CRYPTO,Automotive
TX0000071,U07591,P00999,M00026,46.92,20240421061147,Marseille,CRYPTO,Beauty
TX0000072,U06534,P05431,M00189,59.06,20251124201716,Le Havre,CARD,Books
TX0000073,U06883,P03739,M00025,40.55,20250918180318,Grenoble,CRYPTO,Food
TX0000074,U01618,P02311,M00198,14.52,20251010190210,Dijon,PAYPAL,Sports
TX0000075,U99347,P01769,M00117,17.96,20240831172631,Nantes,CASH,Toys
TX0000076,U06227,P02771,M00083,955.13,20250729120027,Nîmes,CRYPTO,Automotive
TX0000077,U09063,P04041,M00107,7.71,20250121181639,Grenoble,CASH,Books
TX0000078,U10501,P05129,M00561,869.57,20240813165957,Reims,CASH,Home & Garden
TX0000079,U04704,P04036,M00419,999.8,20241011093356,Montpellier,BANK_TRANSFER,Automotive
TX0000080,U10656,P03179,M00049,376.72,20250801112806,Marseille,PAYPAL,Sports
TX0000081,U10053,P04996,M00152,32.89,20251222105051,Grenoble,CASH,Beauty
TX0000082,U03082,P01120,M00329,2136.26,20251029061708,Lille,BANK_TRANSFER,Electronics
TX0000083,U03302,P03241,M00121,609.41,20250209212246,Bordeaux,CASH,Automotive
TX0000084,U06990,P01899,M00053,17.77,20250214102652,Paris,CARD,Books
TX0000085,U10623,P05167,M00241,14.05,20250720184327,Toulon,CARD,Beauty
TX0000086,U01699,P00482,M00138,97.94,20241115130908,Toulouse,CARD,Toys
TX0000087,U11170,P04778,M00352,706.06,20250925134616,Toulouse,CARD,Home & Garden
TX0000088,U05238,P05384,M00445,73.43,20251230090728,Toulouse,BANK_TRANSFER,Food
TX0000089,U00038,P01348,M00416,394.79,20250116155136,Le Havre,BANK_TRANSFER,Clothing
TX0000090,U09871,P01314,M00438,981.66,20240902085309,Toulouse,CARD,Automotive
TX0000091,U11159,P02289,M00166,1519.11,20240620104414,Nantes,CARD,Electronics
TX0000092,U02528,P00562,M00330,60.61,20240325181005,Marseille,PAYPAL,Books
TX0000093,U07599,P04914,M00022,13.17,20250402014819,Marseille,CARD,Books
TX0000094,U02960,P01306,M00530,119.97,20241201092324,Dijon,PAYPAL,Health
TX0000095,U00641,P04923,M00454,19.43,20240922212616,Lille,CRYPTO,Beauty
TX0000096,U03606,P01711,M00512,54.71,20240727064109,Lyon,PAYPAL,Books
TX0000097,U07541,P05651,M00097,86.56,20250526181235,Marseille,CASH,Toys
TX0000098,U09880,P01387,M00187,12.63,20250117060149,Marseille,PAYPAL,Health
TX0000099,U08580,P04962,M00403,35.82,20240925094905,Paris,CARD,Food
TX0000100,U11625,P00033,M00051,43.09,20250423143508,Paris,CASH,Toys
TX0000101,U01366,P02642,M00094,232.89,20251216143600,Toulon,CARD,Home & Garden
TX0000102,U01233,P01137,M00409,17.81,20250729083523,Lyon,BANK_TRANSFER,Books
TX0000103,U01856,P02184,M00551,31.82,20250924144115,Le Havre,BANK_TRANSFER,Toys
TX0000104,U11090,P00679,M00379,72.01,20250828185823,Nantes,CARD,Books
TX0000105,U06298,P03369,M00363,104.7,20250126062813,Montpellier,CASH,Beauty
TX0000106,U10535,P04488,M00172,280.41,20250617173334,Paris,CRYPTO,Clothing
TX0000107,U00445,P02917,M00187,215.86,20250607130408,Paris,CASH,Health
TX0000108,U01683,P04120,M00125,512.4,20250108085817,Grenoble,BANK_TRANSFER,Home & Garden
TX0000109,U02829,P01862,M00085,348.37,20240926002048,Nantes,CRYPTO,Beauty
TX0000110,U04349,P01882,M00234,28.67,20250128041636,Le Havre,CARD,Food
TX0000111,U10613,P03237,M00012,284.73,20250719090649,Le Havre,BANK_TRANSFER,Toys
TX0000112,U04547,P03968,M00082,124.08,20241123180652,Montpellier,CRYPTO,Sports
TX0000113,U09086,P01995,M00140,111.88,20250623081902,Lyon,CARD,Clothing
TX0000114,U01701,P02782,M00416,176.56,20241228211200,Paris,CASH,Clothing
TX0000115,U11329,P04768,M00157,275.12,20250129171239,Reims,PAYPAL,Clothing
TX0000116,U02709,P01679,M00079,147.32,20241203151759,Nice,CRYPTO,Clothing
TX0000117,U08335,P02857,M00472,347.35,20240505101331,Lyon,CASH,Home & Garden
TX0000118,U08697,P04800,M00258,813.07,20241214152632,Nîmes,CARD,Electronics
TX0000119,U03111,P02736,M00340,512.47,20250921004306,Marseille,PAYPAL,Sports
TX0000120,U11328,P05122,M00244,396.83,20251127155733,Lyon,BANK_TRANSFER,Automotive
TX0000121,U04072,P03294,M00592,519.69,20240928161004,Toulouse,CASH,Electronics
TX0000122,U05771,P00403,M00374,256.02,20240720083656,Nice,CARD,Home & Garden
TX0000123,U07365,P04062,M00376,152.1,20250119105305,Toulon,PAYPAL,Food
TX0000124,U01282,P05681,M00109,65.25,20251229103138,Dijon,CARD,Beauty
TX0000125,U08739,P04245,M00276,107.31,20251216093634,Toulouse,CRYPTO,Clothing
TX0000126,U08608,P04269,M00329,982.45,20250421193540,Montpellier,PAYPAL,Electronics
TX0000127,U05619,P04967,M00405,55.49,20250106113716,Nice,CARD,Beauty
TX0000128,U11191,P00089,M00100,178.85,20250819144446,Paris,CARD,Clothing
TX0000129,U10535,P02509,M00514,344.99,20250415174906,Paris,CRYPTO,Health
TX0000130,U04452,P04550,M00012,137.37,20241120200239,Marseille,CARD,Toys
TX0000131,U05749,P02665,M00381,74.01,20250501233224,Saint-Etienne,CRYPTO,Food
TX0000132,U06061,P00584,M00127,167.16,20251231205356,Lyon,CASH,Sports
TX0000133,U08210,P00138,M00058,196.49,20250627180706,Paris,CRYPTO,Health
TX0000134,U00550,P00995,M00333,110.77,20251006210711,Marseille,PAYPAL,Toys
TX0000135,U04923,P02632,M00589,82.01,20241022114108,Bordeaux,CRYPTO,Books
TX0000136,U06850,P03622,M00470,3.04,20240405222445,Paris,BANK_TRANSFER,Food
TX0000137,U01214,P01018,M00233,172.72,20241120062548,Paris,CRYPTO,Automotive
TX0000138,U07750,P01482,M00536,65.73,20251208115536,Marseille,BANK_TRANSFER,Food
TX0000139,U09490,P02093,M00490,34.07,20240405114359,Paris,CARD,Food
TX0000140,U06554,P05106,M00389,1234.92,20241119105624,Lyon,PAYPAL,Electronics
TX0000141,U10243,P02556,M00350,99.28,20251111121709,Lyon,PAYPAL,Health
TX0000142,U05381,P04503,M00342,22.3,20250307085112,Paris,PAYPAL,Food
TX0000143,U09839,P01198,M00177,11.44,20250614194437,Nice,CARD,Books
TX0000144,U10799,P02373,M00325,189.07,20250802114339,Strasbourg,PAYPAL,Clothing
TX0000145,U08856,P05648,M00592,1877.19,20240505162530,Marseille,CASH,Electronics
TX0000146,U04605,P02072,M00433,1662.18,20250809094621,Lyon,CARD,Automotive
TX0000147,U01550,P02013,M00515,83.66,20241025064718,Le Havre,CRYPTO,Books
TX0000148,U00896,P05912,M00583,340.96,20250416110930,Paris,CRYPTO,Sports
TX0000149,U07945,P01456,M00167,408.01,20240611100745,Marseille,PAYPAL,Electronics
TX0000150,U02777,P05409,M00580,251.13,20250917182901,Nice,BANK_TRANSFER,Clothing
TX0000151,U06514,P01612,M00084,106.76,20240417183452,Montpellier,BANK_TRANSFER,Electronics
TX0000152,U11348,P01509,M00410,149.67,20240922191648,Toulouse,PAYPAL,Toys
TX0000153,U06867,P02019,M00070,132.48,20240829062142,Paris,PAYPAL,Beauty
TX0000154,U06192,P02551,M00461,209.57,20250202174245,Strasbourg,BANK_TRANSFER,Sports
TX0000155,U01119,P03183,M00572,1332.02,20240128222522,Nîmes,CARD,Home & Garden
TX0000156,U02440,P04703,M00174,209.58,20240523164245,Lille,CARD,Toys
TX0000157,U06830,P00637,M00509,90.84,20240627173010,Nantes,CARD,Beauty
TX0000158,U05968,P03882,M00035,371.89,20251010083451,Toulon,CRYPTO,Sports
TX0000159,U00794,P05592,M00251,20.44,20251228201537,Lyon,CRYPTO,Automotive
TX0000160,U07558,P04385,M00533,91.85,20240815205944,Lyon,CRYPTO,Toys
TX0000161,U03312,P05532,M00512,60.6,20240720182828,Lille,PAYPAL,Books
TX0000162,U02141,P00094,M00222,51.37,20250915182221,Bordeaux,CARD,Beauty
TX0000163,U00226,P03423,M00588,474.98,20250715094552,Lyon,PAYPAL,Clothing
TX0000164,U02862,P01656,M00471,341.61,20240207134445,Toulouse,BANK_TRANSFER,Automotive
TX0000165,U10538,P00801,M00119,307.78,20240717141541,Paris,BANK_TRANSFER,Beauty
TX0000166,U04132,P00748,M00372,24.5,20240529180147,Paris,CARD,Clothing
TX0000167,U06986,P02431,M00074,79.8,20241204202449,Rennes,BANK_TRANSFER,Clothing
TX0000168,U03842,P02998,M00413,575.43,20250126102742,Nîmes,PAYPAL,Automotive
TX0000169,U02147,P05834,M00060,335.15,20250504104515,Paris,CRYPTO,Toys
TX0000170,U02164,P03069,M00218,12.55,20250905121729,Le Havre,PAYPAL,Books
TX0000171,U10237,P03302,M00007,16.34,20250412222404,Toulouse,PAYPAL,Books
TX0000172,U06953,P02437,M00381,26.17,20250302193214,Toulon,CRYPTO,Food
TX0000173,U11382,P00563,M00157,255.51,20251202060459,Angers,PAYPAL,Clothing
TX0000174,U10929,P01776,M00298,1711.32,20251214123131,Paris,CASH,Electronics
TX0000175,U01571,P00672,M00462,81.06,20241031131229,Angers,CARD,Beauty
TX0000176,U08528,P00827,M00254,136.18,20250728230843,Paris,CASH,Beauty
TX0000177,U09614,P01663,M00558,24.09,20250924185352,Strasbourg,CARD,Clothing
TX0000178,U07846,P01383,M00039,91.57,20240221135329,Nantes,CARD,Health
TX0000179,U04910,P00225,M00086,49.55,20240302153528,Toulouse,PAYPAL,Food
TX0000180,U00318,P03689,M00213,43.48,20250517113857,Nantes,CRYPTO,Food
TX0000181,U09504,P02995,M00054,1302.68,20250615171826,Paris,BANK_TRANSFER,Electronics
TX0000182,U11978,P03725,M00440,79.47,20250404200407,Marseille,BANK_TRANSFER,Clothing
TX0000183,U06735,P03723,M00281,66.38,20240916104447,Rennes,CARD,Beauty
TX0000184,U08922,P01095,M00519,211.86,20250106202526,Villeurbanne,PAYPAL,Automotive
TX0000185,U08153,P00112,M00280,201.84,20251227085044,Nice,CARD,Health
TX0000186,U11546,P05975,M00228,30.46,20241209144418,Marseille,CARD,Toys
TX0000187,U11102,P03731,M00403,56.82,20240923181317,Nice,CARD,Food
TX0000188,U09243,P03513,M00471,1150.02,20250305164902,Marseille,BANK_TRANSFER,Automotive
TX0000189,U06729,P02854,M00512,28.5,20240714200348,Strasbourg,CARD,Books
TX0000190,U07037,P02408,M00252,171.48,20240219220522,Bordeaux,CARD,Home & Garden
TX0000191,U05622,P05670,M00231,514.68,20250406205318,Toulon,PAYPAL,Electronics
TX0000192,U05043,P00716,M00495,61.22,20250608020342,Lyon,PAYPAL,Toys
TX0000193,U03195,P03733,M00148,81.9,20251231160632,Marseille,CASH,Beauty
TX0000194,U06078,P02029,M00278,71.43,20251110095736,Toulouse,BANK_TRANSFER,Clothing
TX0000195,U03304,P03815,M00511,16.88,20250227185601,Bordeaux,PAYPAL,Books
TX0000196,U08841,P03636,M00181,462.18,20240505070948,Marseille,PAYPAL,Sports
TX0000197,U03721,P05333,M00305,73.14,20240805121928,Marseille,CARD,Food
TX0000198,U11475,P05312,M00050,62.66,20240530192432,Lyon,CARD,Beauty
TX0000199,U11514,P01633,M00233,229.9,20250614104731,Marseille,CARD,Automotive
TX0000200,U11790,P01154,M00294,30.0,20240518210313,Toulouse,BANK_TRANSFER,Books
TX0000201,U03306,P00682,M00309,139.12,20240531124917,Lille,CARD,Home & Garden
TX0000202,U02937,P02693,M00194,342.37,20250929235709,Toulouse,CARD,Toys
TX0000203,U03254,P02851,M00522,336.93,20241110102739,Montpellier,CARD,Home & Garden
TX0000204,U06502,P01208,M00296,66.03,20240905133926,Nice,CASH,Food
TX0000205,U02844,P03096,M00074,191.35,20240424221430,Strasbourg,CARD,Clothing
TX0000206,U08264,P03981,M00024,73.18,20240222113517,Nîmes,BANK_TRANSFER,Health
TX0000207,U05955,P04313,M00469,449.59,20250325214345,Toulouse,PAYPAL,Sports
TX0000208,U11464,P01798,M00293,114.82,20240314031941,Nantes,CARD,Beauty
TX0000209,U04341,P00061,M00572,1754.56,20240916120644,Lyon,CRYPTO,Home & Garden
TX0000210,U09303,P00835,M00174,100.93,20251120001346,Montpellier,CARD,Toys
TX0000211,U04433,P01481,M00482,143.69,20240603132725,Lyon,CARD,Sports
TX0000212,U03718,P05303,M00057,276.91,20250622005743,Dijon,CASH,Sports
TX0000213,U09463,P02985,M00379,26.42,20250422104350,Marseille,PAYPAL,Books
TX0000214,U04915,P01601,M00023,80.87,20240809164241,Lyon,PAYPAL,Food
TX0000215,U11978,P02315,M00308,134.71,20250408072620,Marseille,CARD,Toys
TX0000216,U10039,P05714,M00582,38.36,20250828073326,Nantes,CARD,Books
TX0000217,U03800,P02587,M00217,523.63,20240812090752,Toulon,CRYPTO,Electronics
TX0000218,U09455,P00051,M00058,51.35,20250317213930,Montpellier,PAYPAL,Health
TX0000219,U01630,P05922,M00552,83.72,20240912072520,Lyon,BANK_TRANSFER,Food
TX0000220,U07176,P02998,M00413,1202.75,20250530170516,Marseille,CARD,Automotive
TX0000221,U03298,P04690,M00183,343.64,20241122193536,Lille,CASH,Automotive
TX0000222,U06553,P00756,M00325,312.24,20240724144835,Strasbourg,PAYPAL,Clothing
TX0000223,U04305,P03308,M00498,431.36,20250213114049,Nice,CARD,Sports
TX0000224,U01027,P05795,M00135,522.0,20240320162436,Villeurbanne,BANK_TRANSFER,Beauty
TX0000225,U05251,P00540,M00428,265.63,20240614220125,Bordeaux,PAYPAL,Home & Garden
TX0000226,U09926,P01945,M00100,281.7,20241210194523,Toulouse,PAYPAL,Clothing
TX0000227,U11624,P00576,M00295,308.41,20240914121736,Toulouse,PAYPAL,Automotive
TX0000228,U03584,P03495,M00195,159.56,20240825124107,Lille,CASH,Sports
TX0000229,U00741,P00908,M00175,333.49,20240704180248,Rennes,BANK_TRANSFER,Clothing
TX0000230,U07435,P05023,M00293,89.46,20240706164237,Lyon,CARD,Beauty
TX0000231,U10551,P03374,M00276,101.2,20240912120853,Paris,PAYPAL,Clothing
TX0000232,U00174,P01492,M00040,77.83,20251228224245,Nantes,BANK_TRANSFER,Beauty
TX0000233,U07946,P03445,M00341,34.6,20250417181158,Paris,CRYPTO,Beauty
TX0000234,U09752,P05417,M00479,35.61,20251107171407,Nice,PAYPAL,Beauty
TX0000235,U08210,P03344,M00301,151.87,20250201124929,Paris,CRYPTO,Toys
TX0000236,U08005,P02962,M00251,2974.35,20240325115602,Lyon,CASH,Automotive
TX0000237,U07616,P01921,M00275,314.7,20250730175116,Toulouse,PAYPAL,Sports
TX0000238,U11278,P04113,M00026,53.87,20250422192851,Bordeaux,CASH,Beauty
TX0000239,U04467,P02431,M00074,161.33,20250528182712,Paris,CARD,Clothing
TX0000240,U04819,P04846,M00166,929.73,20241201180443,Bordeaux,BANK_TRANSFER,Electronics
TX0000241,U10866,P03382,M00517,224.46,20241217220813,Grenoble,CASH,Health
TX0000242,U09979,P01680,M00218,32.68,20250107214708,Bordeaux,PAYPAL,Books
TX0000243,U00731,P04838,M00165,1152.19,20250414030547,Toulouse,CASH,Automotive
TX0000244,U08530,P05756,M00324,16.69,20241112094254,Saint-Etienne,CARD,Food
TX0000245,U07908,P04593,M00210,107.39,20240515200102,Marseille,CARD,Books
TX0000246,U11364,P03704,M00288,46.98,20240609155308,Paris,CASH,Beauty
TX0000247,U00015,P03312,M00051,64.91,20240710092846,Rennes,CARD,Toys
TX0000248,U02412,P00228,M00335,3170.86,20240913163254,Saint-Etienne,CARD,Automotive
TX0000249,U00148,P01551,M00037,124.26,20250609141408,Paris,CARD,Books
TX0000250,U10443,P02345,M00547,370.0,20250223204613,Saint-Etienne,CASH,Health
TX0000251,U01869,P04578,M00465,133.38,20240918190450,Lille,CASH,Clothing
TX0000252,U01017,P02120,M00395,548.29,20250923095659,Bordeaux,CASH,Home & Garden
TX0000253,U11509,P00202,M00446,728.93,20240817154632,Montpellier,CARD,Home & Garden
TX0000254,U04136,P05840,M00522,56.51,20240707060215,Bordeaux,CASH,Home & Garden
TX0000255,U00429,P05602,M00596,920.69,20250909144426,Montpellier,PAYPAL,Home & Garden
TX0000256,U01723,P05841,M00561,740.54,20250403013108,Toulon,CASH,Home & Garden
TX0000257,U07415,P00613,M00054,433.03,20240917161708,Rennes,BANK_TRANSFER,Electronics
TX0000258,U10031,P04644,M00224,738.91,20240508193306,Saint-Etienne,BANK_TRANSFER,Automotive
TX0000259,U04430,P01592,M00580,45.46,20250322225920,Bordeaux,CASH,Clothing
TX0000260,U10245,P05424,M00463,566.95,20250326183031,Nice,CARD,Electronics
TX0000261,U02315,P05289,M00024,17.37,20250802120034,Rennes,CASH,Health
TX0000262,U11144,P01909,M00599,86.63,20250113191043,Toulouse,CRYPTO,Food
TX0000263,U10431,P05142,M00519,450.11,20250504112155,Lyon,BANK_TRANSFER,Automotive
TX0000264,U04763,P03008,M00403,15.76,20250910094546,Nantes,PAYPAL,Food
TX0000265,U01939,P05843,M00564,236.86,20240327140045,Paris,PAYPAL,Home & Garden
TX0000266,U11048,P95837,M00156,56.26,20240923162826,Toulouse,CARD,Toys
TX0000267,U09498,P05459,M00320,185.34,20241016101305,Paris,CARD,Health
TX0000268,U08677,P01485,M00491,49.02,20240610184004,Paris,CARD,Books
TX0000269,U02692,P05798,M00577,31.26,20241227075409,Paris,PAYPAL,Books
TX0000270,U00609,P04894,M00524,7.64,20240511153030,Nice,PAYPAL,Food
TX0000271,U10335,P02728,M00002,7.88,20250607114618,Villeurbanne,CARD,Books
TX0000272,U02907,P04186,M00165,1422.89,20240921185557,Montpellier,CRYPTO,Automotive
TX0000273,U02411,P00369,M00278,159.59,20251115155133,Marseille,CASH,Clothing
TX0000274,U09048,P03876,M00286,66.43,20240122042041,Bordeaux,CASH,Books
TX0000275,U02134,P02791,M00250,341.04,20250705080019,Toulon,CARD,Beauty
TX0000276,U01851,P00103,M00221,10.05,20250807155120,Paris,PAYPAL,Food
TX0000277,U11412,P03283,M00268,35.01,20250813164056,Paris,PAYPAL,Toys
TX0000278,U08505,P01482,M00536,75.58,20250206124132,Paris,BANK_TRANSFER,Food
TX0000279,U01296,P01818,M00350,202.25,20240305190304,Reims,CARD,Health
TX0000280,U05252,P05245,M00084,1561.35,20240327134223,Toulon,CARD,Electronics
TX0000281,U03344,P02824,M00364,484.71,20241207134730,Nantes,CARD,Sports
TX0000282,U04092,P01414,M00375,491.67,20240114191929,Nice,CASH,Sports
TX0000283,U05386,P05049,M00002,60.42,20241227081514,Paris,BANK_TRANSFER,Books
TX0000284,U07192,P03971,M00262,903.3,20240331124908,Grenoble,BANK_TRANSFER,Electronics
TX0000285,U08759,P00612,M00003,106.56,20250627074714,Bordeaux,CARD,Health
TX0000286,U06892,P03736,M00450,242.07,20250429092907,Toulouse,CRYPTO,Clothing
TX0000287,U05266,P05860,M00091,192.65,20240815162312,Toulon,BANK_TRANSFER,Beauty
TX0000288,U05999,P02016,M00220,749.71,20250501083400,Dijon,CASH,Sports
TX0000289,U03441,P00004,M00377,186.56,20241221190221,Rennes,CARD,Clothing
TX0000290,U03471,P05435,M00600,156.75,20250430094904,Nice,BANK_TRANSFER,Beauty
TX0000291,U00883,P00210,M00331,637.93,20250429171130,Marseille,BANK_TRANSFER,Health
TX0000292,U01693,P04891,M00183,2117.74,20241224223651,Nantes,BANK_TRANSFER,Automotive
TX0000293,U11723,P04749,M00210,47.17,20240731114227,Nice,PAYPAL,Books
TX0000294,U09032,P01012,M00239,47.1,20250707150323,Rennes,CARD,Beauty
TX0000295,U01096,P05842,M00033,1601.96,20250526235527,Lille,CARD,Electronics
TX0000296,U05408,P01037,M00429,337.36,20241126002747,Reims,CARD,Home & Garden
TX0000297,U08017,P03711,M00450,789.66,20250312121855,Paris,CARD,Clothing
TX0000298,U06081,P03691,M00069,228.62,20250214183238,Reims,BANK_TRANSFER,Home & Garden
TX0000299,U06534,P01911,M00111,243.68,20251104102311,Paris,CASH,Toys
TX0000300,U04584,P01501,M00181,88.7,20251022152111,Saint-Etienne,PAYPAL,Sports
TX0000301,U03500,P02202,M00024,91.75,20250926110739,Montpellier,CARD,Health
TX0000302,U02045,P04573,M00414,95.84,20250418143030,Bordeaux,PAYPAL,Beauty
TX0000303,U06061,P04661,M00412,154.5,20250218103859,Lyon,CRYPTO,Health
TX0000304,U01701,P03106,M00244,626.59,20241020224059,Paris,CASH,Automotive
TX0000305,U10250,P00674,M00495,81.99,20250522171400,Grenoble,CASH,Toys
TX0000306,U04459,P05294,M00384,269.4,20240703044805,Lyon,BANK_TRANSFER,Clothing
TX0000307,U07130,P04001,M00127,285.72,20250913015819,Paris,BANK_TRANSFER,Sports
TX0000308,U07204,P00342,M00352,548.93,20250814101845,Paris,CARD,Home & Garden
TX0000309,U09500,P03598,M00393,1499.81,20240706074204,Lyon,CARD,Sports
TX0000310,U03095,P01906,M00069,100.52,20240803164431,Lyon,CARD,Home & Garden
TX0000311,U00670,P02691,M00243,0.0,20250801083216,Rennes,CARD,Electronics
TX0000312,U00457,P02568,M00120,79.53,20250108134752,Paris,BANK_TRANSFER,Food
TX0000313,U01308,P04215,M00374,116.5,20251123193321,Lille,PAYPAL,Home & Garden
TX0000314,U07853,P04744,M00009,136.35,20240112135458,Paris,CARD,Health
TX0000315,U02457,P04539,M00541,88.89,20250805192330,Toulouse,CARD,Home & Garden
TX0000316,U11076,P05344,M00374,1422.38,20240728111715,Nice,CARD,Home & Garden
